t_global,x,y,v,em,es,label
236.719,159,745,0,0,40,1
236.791,154,745,0,0,40,1
236.863,154,745,0,0,41,1
236.903,150,743,0,0,41,1
236.976,143,741,0,0,41,1
237.048,143,741,0,0,41,1
237.088,135,738,0,0,41,1
237.161,131,737,0,0,41,1
237.233,131,737,0,0,41,1
237.272,124,737,0,0,39,1
237.346,120,738,0,0,37,1
237.417,120,738,0,0,37,1
237.456,120,738,0,0,36,1
237.529,119,738,0,0,35,4
237.601,119,738,0,0,35,4
237.640,118,740,0,0,34,4
237.713,118,742,0,0,34,4
237.785,118,742,0,0,33,4
237.825,117,746,0,0,32,4
237.897,115,749,0,0,32,4
237.969,115,749,0,0,32,4
238.008,109,755,0,0,32,4
238.081,100,756,0,0,31,4
238.154,94,756,0,0,30,4
238.193,94,756,0,0,30,4
238.266,85,758,0,0,29,4
238.338,79,758,0,0,29,4
238.378,79,758,0,0,28,4
238.451,75,759,0,0,27,4
238.523,71,760,8,0,27,3
238.569,69,762,0,0,27,3
238.641,69,762,0,0,26,3
238.713,65,764,0,0,26,3
238.753,66,765,0,0,26,3
238.825,66,765,0,0,27,3
238.897,71,765,0,0,27,3
238.937,73,762,0,0,27,3
239.009,75,762,0,0,27,3
239.081,75,762,0,0,27,3
239.121,76,762,0,0,27,3
239.193,79,761,0,0,27,3
239.265,79,761,0,0,27,3
239.305,79,759,0,0,27,3
239.379,80,759,0,0,27,3
239.450,80,759,0,0,27,3
239.490,80,759,0,0,27,3
239.563,77,758,0,0,26,3
239.635,77,758,0,0,26,3
239.674,76,758,0,0,26,3
239.747,73,757,0,0,26,3
239.819,73,757,0,0,26,3
239.858,72,758,0,0,27,3
239.931,72,759,0,0,27,3
240.003,72,759,0,0,27,3
240.042,75,763,0,0,27,3
240.115,84,771,0,0,27,3
240.187,84,771,0,0,26,3
240.227,90,778,0,0,26,3
240.299,92,783,0,0,26,3
240.371,92,783,0,0,26,3
240.410,88,789,0,0,26,3
240.483,83,793,0,0,26,3
240.556,78,797,-8,0,26,4
240.600,78,797,-8,0,26,4
240.673,75,800,0,0,25,4
240.746,75,803,0,0,25,4
240.786,75,803,0,0,24,4
240.860,76,805,0,0,22,4
240.932,82,807,0,0,22,4
240.972,93,806,0,0,21,4
241.044,93,806,0,0,20,4
241.116,103,800,0,0,20,4
241.156,109,794,0,0,20,4
241.228,109,794,0,0,19,4
241.300,109,793,0,0,19,4
241.340,109,793,0,0,18,4
241.412,113,796,0,0,18,4
241.484,113,796,0,0,18,4
241.524,112,796,0,0,17,4
241.596,111,797,0,0,17,1
241.668,111,797,0,0,17,1
241.707,108,795,0,0,17,1
241.780,105,791,0,0,17,1
241.852,105,791,0,0,17,1
241.892,100,786,-8,0,17,1
241.965,94,782,0,0,17,1
242.037,94,782,0,0,17,1
242.076,89,777,0,0,17,1
242.149,84,772,0,0,16,1
242.221,84,772,0,0,16,1
242.260,84,770,-8,0,16,1
242.333,92,772,0,0,16,1
242.405,92,772,0,0,16,1
242.444,104,776,0,0,16,1
242.517,121,783,0,0,16,1
242.589,121,783,0,0,16,3
242.634,137,789,0,0,16,3
242.706,166,806,0,0,16,3
242.778,166,806,0,0,16,3
242.818,258,863,0,0,17,3
242.889,284,879,0,0,17,3
242.963,288,878,0,0,17,3
243.002,288,878,0,0,17,3
243.075,279,873,0,0,17,3
243.149,272,867,0,0,17,3
243.189,272,867,0,0,17,3
243.262,258,840,0,0,17,3
243.334,231,813,0,0,17,3
243.374,198,771,0,0,17,3
243.446,198,771,0,0,17,3
243.518,177,739,0,0,17,3
243.558,168,727,0,0,17,3
243.630,168,727,0,0,18,4
243.702,159,720,0,0,18,4
243.742,144,712,0,0,18,4
243.813,144,712,0,0,18,4
243.886,139,704,0,0,19,4
243.926,127,705,0,0,20,4
243.998,110,712,0,0,20,4
244.070,110,712,0,0,20,4
244.109,105,718,0,0,20,4
244.182,99,725,0,0,21,4
244.254,99,725,0,0,21,4
244.294,94,726,0,0,21,4
244.367,91,721,0,0,21,4
244.439,91,721,0,0,21,4
244.478,89,714,0,0,21,4
244.551,98,698,0,0,21,4
244.623,98,698,0,0,21,4
244.667,109,697,0,0,20,4
244.740,129,709,0,0,20,4
244.812,129,709,0,0,20,4
244.851,170,744,0,0,19,4
244.924,237,811,0,0,20,4
244.996,237,811,0,0,20,4
245.035,216,869,0,0,20,4
245.108,182,901,0,0,20,4
245.180,182,901,0,0,21,4
245.220,125,917,0,0,21,4
245.291,70,919,0,0,21,4
245.365,36,918,0,0,22,4
245.404,36,918,0,0,22,4
245.478,61,957,0,0,22,4
245.551,77,964,0,0,22,4
245.590,77,964,0,0,22,4
245.663,95,946,0,0,22,4
245.735,99,940,0,0,22,4
245.775,106,936,0,0,22,4
245.847,106,936,0,0,22,4
245.919,111,930,0,0,22,4
245.959,108,915,0,0,22,4
246.031,108,915,0,0,22,4
246.103,103,895,0,0,22,4
246.143,97,874,0,0,21,4
246.214,97,874,0,0,21,4
246.287,95,867,0,0,20,4
246.327,94,857,0,0,20,4
246.399,95,851,0,0,20,4
246.471,95,851,0,0,19,4
246.510,97,843,0,0,19,4
246.583,102,838,0,0,19,1
246.655,102,838,0,0,19,1
246.700,111,840,0,0,19,1
246.773,120,846,0,0,19,1
246.845,120,846,0,0,19,1
246.884,126,850,0,0,19,1
246.957,127,852,0,0,18,1
247.029,127,852,0,0,18,1
247.068,131,853,0,0,18,1
247.141,145,859,0,0,18,1
247.213,145,859,0,0,18,1
247.252,163,870,0,0,19,1
247.325,213,900,0,0,21,1
247.397,213,900,0,0,21,1
247.436,265,932,0,0,22,1
247.509,299,929,8,0,22,1
247.581,299,929,8,0,23,3
247.621,304,927,8,0,24,3
247.692,300,923,8,0,24,3
247.766,297,921,16,0,24,3
247.805,297,921,16,0,24,3
247.878,299,922,8,0,25,3
247.952,306,920,8,0,26,3
247.991,306,920,8,0,26,3
248.065,312,922,16,0,27,3
248.137,313,922,16,0,27,3
248.178,302,915,24,0,27,3
248.250,302,915,24,0,29,3
248.322,290,905,-16,0,29,3
248.362,279,899,-8,0,29,3
248.434,279,899,-8,0,30,0
248.506,271,894,0,0,30,0
248.546,270,894,0,0,30,0
248.618,270,894,0,0,30,0
248.690,269,893,0,0,30,0
248.735,264,889,-16,0,31,0
248.807,264,886,24,0,31,0
248.879,264,886,24,0,32,0
248.919,269,881,32,0,32,0
248.991,273,875,39,0,32,0
249.063,273,875,39,0,33,0
249.103,271,867,39,0,33,0
249.177,270,858,24,0,33,0
249.249,270,858,24,0,33,0
249.289,273,849,-8,0,33,0
249.362,283,840,0,0,34,0
249.434,283,840,0,0,34,0
249.473,308,821,-24,0,34,0
249.546,344,814,39,0,34,0
249.618,344,814,39,0,34,0
249.658,374,804,56,0,34,0
249.730,420,794,48,0,34,0
249.803,420,794,48,0,34,0
249.842,489,780,39,0,35,0
249.915,542,773,32,0,35,0
249.986,542,773,32,0,35,0
250.026,589,771,32,0,35,0
250.099,607,767,39,0,35,0
250.172,634,759,39,0,35,0
250.212,634,759,39,0,35,0
250.285,650,753,32,0,35,0
250.358,663,746,32,0,34,0
250.398,663,746,32,0,34,0
250.471,669,752,48,0,34,0
250.543,680,768,48,0,34,0
250.583,685,788,56,0,34,0
250.655,685,788,56,0,34,0
250.728,688,802,39,0,34,0
250.772,699,816,24,0,34,0
250.844,699,816,24,0,33,0
250.916,707,828,8,0,33,0
250.956,711,848,8,0,33,0
251.028,716,868,8,0,33,0
251.100,716,868,8,0,33,0
251.140,722,889,0,0,32,0
251.212,721,906,8,0,32,0
251.284,721,906,8,0,32,0
251.324,726,924,16,0,31,0
251.397,736,948,16,0,31,0
251.472,736,948,16,0,31,0
251.507,749,969,16,0,31,0
251.582,762,987,16,0,28,0
251.654,762,987,16,0,26,0
251.694,776,997,8,0,26,0
251.767,789,1010,16,0,22,0
251.838,789,1010,16,0,22,0
251.878,793,1026,16,0,22,0
251.951,797,1046,0,0,21,0
252.022,797,1046,0,0,21,0
252.061,798,1070,0,0,18,0
252.135,813,1092,8,0,17,0
252.206,813,1092,8,0,17,0
252.245,823,1097,24,0,16,0
252.318,840,1106,16,0,16,0
252.391,855,1108,39,0,16,0
252.431,855,1108,39,0,14,0
252.504,866,1107,48,0,14,0
252.577,876,1110,8,0,14,0
252.617,876,1110,8,0,13,0
252.690,885,1114,8,0,13,0
252.764,903,1123,64,0,13,0
252.808,923,1134,64,0,13,0
252.881,923,1134,64,0,12,0
252.954,949,1151,72,0,11,0
252.994,977,1177,-8,0,11,0
253.066,977,1177,-8,0,11,0
253.138,993,1192,0,0,11,0
253.178,999,1222,-8,0,10,0
253.251,994,1243,-24,0,9,0
253.323,994,1243,-24,0,9,0
253.362,972,1261,-32,0,9,0
253.435,941,1277,-32,0,8,0
253.507,941,1277,-32,0,8,0
253.546,923,1278,-39,0,8,0
253.619,919,1278,-39,0,7,0
253.691,919,1278,-39,0,7,0
253.730,912,1276,-32,0,7,0
253.802,898,1273,-16,0,7,0
253.874,898,1273,-16,0,7,0
253.914,879,1272,-16,0,7,0
253.986,857,1270,-16,0,7,0
254.058,857,1270,-16,0,7,0
254.098,831,1270,-8,0,7,0
254.171,804,1271,-8,0,6,0
254.243,804,1271,-8,0,6,0
254.282,773,1272,8,0,6,0
254.355,679,1274,8,0,6,0
254.427,679,1274,8,0,6,0
254.466,586,1275,8,0,7,0
254.539,490,1278,0,0,7,0
254.611,490,1278,0,0,7,0
254.650,391,1279,8,0,7,0
254.723,305,1286,39,0,6,0
254.796,225,1285,24,0,6,0
254.840,225,1285,24,0,6,0
254.914,150,1283,24,0,6,0
254.987,68,1276,32,0,6,0
255.027,-115,1239,56,0,6,0
255.099,-115,1239,56,0,6,0
255.171,-310,1202,64,0,5,0
255.211,-497,1162,64,0,5,0
255.285,-497,1162,64,0,5,0
255.357,-669,1124,64,0,5,0
255.397,-809,1118,39,0,5,0
255.470,-809,1118,39,0,5,0
255.543,-887,1233,39,0,5,0
255.582,-942,1372,0,0,5,0
255.655,-981,1513,0,0,5,0
255.726,-981,1513,0,0,5,0
255.765,-1008,1648,0,0,4,0
255.839,-1035,1755,88,0,4,0
255.910,-1035,1755,88,0,4,0
255.950,-1057,1850,88,0,4,0
256.023,-1154,1787,64,0,4,0
256.094,-1154,1787,64,0,4,0
256.134,-1259,1708,64,0,4,0
256.206,-1367,1639,24,0,4,0
256.279,-1367,1639,24,0,4,0
256.318,-1475,1567,24,0,4,0
256.390,-1547,1519,72,0,4,0
256.463,-1547,1519,72,0,4,0
256.503,-1610,1475,72,0,4,0
256.576,-1664,1438,72,0,4,0
256.649,-1664,1438,72,0,4,0
256.688,-1710,1405,72,0,4,0
256.761,-1780,1390,32,0,4,0
256.834,-1780,1390,32,0,4,0
256.878,-1849,1381,32,0,4,0
256.951,-1914,1376,32,0,4,0
257.024,-1972,1373,32,0,4,0
257.064,-1972,1373,32,0,4,0
257.137,-2042,1398,24,0,4,0
257.210,-2109,1430,24,0,4,0
257.250,-2109,1430,24,0,4,0
257.323,-2171,1462,24,0,4,0
257.395,-2226,1494,24,0,4,0
257.436,-2275,1523,24,0,4,0
257.509,-2275,1523,24,0,4,0
257.580,-2317,1549,24,0,4,0
257.619,-2353,1572,24,0,4,0
257.691,-2353,1572,24,0,4,0
257.764,-2369,1583,24,0,4,0
257.805,-2384,1592,24,0,4,0
257.877,-2397,1601,24,0,4,0
257.950,-2397,1601,24,0,3,0
257.990,-2408,1609,24,0,3,0
258.062,-2419,1616,24,0,3,0
258.134,-2419,1616,24,0,3,0
258.175,-2429,1622,24,0,3,0
258.247,-2437,1628,24,0,3,0
258.318,-2437,1628,24,0,3,0
258.358,-2430,1637,0,0,3,0
258.430,-2420,1644,0,0,2,0
258.502,-2420,1644,0,0,2,0
258.542,-2409,1650,0,0,2,0
258.615,-2407,1646,0,0,2,0
258.686,-2407,1646,0,0,2,0
258.732,-2405,1644,0,0,2,0
258.802,-2401,1642,0,0,2,0
258.871,-2401,1642,0,0,2,0
258.915,-2392,1648,0,0,2,0
258.988,-2388,1649,0,0,2,0
259.061,-2388,1649,0,0,2,0
259.101,-2384,1650,0,0,2,0
259.174,-2380,1650,0,0,2,0
259.247,-2376,1651,0,0,2,0
259.287,-2376,1651,0,0,2,0
259.360,-2367,1652,0,0,2,0
259.433,-2357,1652,0,0,2,0
259.473,-2357,1652,0,0,2,0
259.546,-2347,1652,0,0,2,0
259.618,-2338,1652,0,0,2,0
259.658,-2329,1652,0,0,2,0
259.730,-2329,1652,0,0,2,0
259.802,-2321,1652,0,0,2,0
259.842,-2312,1652,0,0,2,0
259.914,-2312,1652,0,0,2,0
259.986,-2300,1654,0,0,2,0
260.026,-2289,1657,0,0,2,0
260.098,-2289,1657,0,0,2,0
260.173,-2275,1663,0,0,2,0
260.210,-2259,1669,0,0,2,0
260.284,-2244,1676,0,0,2,0
260.356,-2244,1676,0,0,2,0
260.396,-2230,1682,0,0,2,0
260.469,-2216,1688,0,0,2,0
260.541,-2216,1688,0,0,2,0
260.581,-2203,1693,0,0,2,0
260.653,-2190,1699,0,0,2,0
260.725,-2190,1699,0,0,2,0
260.765,-2178,1704,0,0,2,0
260.838,-2166,1709,0,0,2,0
260.909,-2166,1709,0,0,2,0
260.954,-2154,1714,0,0,2,0
261.027,-2143,1719,0,0,2,0
261.098,-2143,1719,0,0,2,0
261.138,-2132,1723,0,0,2,0
261.210,-2113,1734,0,0,2,0
261.282,-2113,1734,0,0,2,0
261.322,-2072,1751,0,0,2,0
261.394,-1911,1808,0,0,2,0
261.467,-1418,1934,0,0,2,0
261.507,-1418,1934,0,0,2,0
261.580,-943,2073,0,0,2,0
261.653,-514,2174,0,0,2,0
261.693,-514,2174,0,0,2,0
261.766,-136,2270,0,0,2,0
261.839,174,2354,0,0,2,0
261.879,174,2354,0,0,2,0
261.952,205,2396,0,0,3,0
262.023,208,2423,0,0,3,0
262.063,225,2441,0,0,3,0
262.135,225,2441,0,0,3,0
262.208,222,2444,0,0,3,0
262.247,196,2443,0,0,3,0
262.319,196,2443,0,0,3,0
262.391,171,2447,0,0,3,0
262.431,153,2459,0,0,3,0
262.503,136,2458,0,0,3,0
262.575,136,2458,0,0,3,0
262.615,100,2450,0,0,3,0
262.687,65,2440,0,0,3,0
262.760,65,2440,0,0,3,0
262.800,48,2435,0,0,3,0
262.872,33,2430,0,0,3,0
262.944,33,2430,0,0,3,0
262.989,19,2426,0,0,3,0
263.061,6,2422,0,0,3,0
263.133,6,2422,0,0,3,0
263.173,-24,2401,0,0,3,0
263.245,-59,2377,0,0,3,0
263.318,-59,2377,0,0,3,0
263.357,-91,2355,0,0,3,0
263.430,-119,2335,0,0,3,0
263.501,-119,2335,0,0,3,0
263.543,-135,2322,0,0,3,0
263.613,-164,2312,0,0,3,0
263.685,-164,2312,0,0,3,0
263.725,-266,2290,0,0,3,0
263.798,-468,2250,0,0,3,0
263.870,-653,2214,0,0,3,0
263.910,-653,2214,0,0,3,0
263.983,-797,2210,0,0,3,0
264.056,-919,2233,0,0,3,0
264.096,-919,2233,0,0,3,0
264.169,-1025,2267,0,0,3,0
264.242,-1115,2304,0,0,3,0
264.282,-1217,2321,0,0,3,0
264.354,-1217,2321,0,0,3,0
264.426,-1313,2334,0,0,3,0
264.467,-1400,2344,0,0,3,0
264.538,-1400,2344,0,0,3,0
264.610,-1492,2334,0,0,3,0
264.655,-1621,2230,0,0,3,0
264.722,-1621,2230,0,0,3,0
264.794,-1725,2129,0,0,3,0
264.834,-1824,2024,0,0,3,0
264.906,-1885,1936,0,0,3,0
264.978,-1885,1936,0,0,3,0
265.023,-1937,1834,0,0,3,0
265.095,-1967,1755,0,0,3,0
265.167,-1967,1755,0,0,3,0
265.207,-1951,1737,0,0,3,0
265.281,-1920,1736,0,0,3,0
265.354,-1920,1736,0,0,3,0
265.394,-1899,1741,0,0,3,0
265.466,-1899,1749,0,0,3,0
265.538,-1899,1749,0,0,3,0
265.578,-1905,1759,0,0,3,0
265.658,-1910,1768,0,0,3,0
265.722,-1910,1768,0,0,3,0
265.762,-1915,1776,0,0,3,0
265.834,-1919,1783,0,0,3,0
265.906,-1919,1783,0,0,3,0
265.946,-1919,1782,0,0,3,0
266.019,-1918,1776,0,0,3,0
266.090,-1918,1776,0,0,3,0
266.130,-1921,1770,0,0,3,0
266.202,-1934,1749,0,0,3,0
266.275,-1936,1747,0,0,3,0
266.314,-1936,1747,0,0,3,0
266.388,-1937,1746,0,0,3,0
266.461,-1939,1745,0,0,3,0
266.501,-1939,1745,0,0,3,0
266.574,-1940,1745,0,0,3,0
266.647,-1941,1744,0,0,3,0
266.687,-1942,1744,0,0,3,0
266.759,-1942,1744,0,0,3,0
266.831,-1943,1743,0,0,3,0
266.872,-1944,1742,0,0,3,0
266.943,-1944,1742,0,0,3,0
267.015,-1945,1742,0,0,3,0
267.060,-1950,1738,0,0,3,0
267.133,-1958,1734,0,0,3,0
267.204,-1958,1734,0,0,3,0
267.244,-1968,1730,0,0,3,0
267.318,-1978,1726,0,0,3,0
267.390,-1978,1726,0,0,3,0
267.428,-1982,1727,0,0,3,0
267.500,-1987,1726,0,0,3,0
267.572,-1987,1726,0,0,3,0
267.613,-1996,1723,0,0,3,0
267.685,-2006,1719,0,0,3,0
267.759,-2006,1719,0,0,3,0
267.797,-2015,1716,0,0,3,0
267.871,-2024,1712,0,0,3,0
267.943,-2024,1712,0,0,3,0
267.982,-2032,1714,-8,0,3,0
268.055,-2036,1720,-8,0,3,0
268.128,-2036,1720,-8,0,3,0
268.166,-2042,1721,-8,0,3,0
268.246,-2052,1711,-8,0,3,0
268.311,-2052,1711,-8,0,3,0
268.351,-2064,1699,0,0,3,0
268.424,-2071,1687,-32,0,3,0
268.495,-2071,1687,-32,0,3,0
268.535,-2078,1673,-32,0,3,0
268.608,-2084,1660,-32,0,3,0
268.681,-2090,1647,-32,0,3,0
268.721,-2090,1647,-32,0,3,0
268.794,-2096,1635,-32,0,3,0
268.867,-2102,1623,-32,0,3,0
268.907,-2102,1623,-32,0,3,0
268.981,-2107,1612,-32,0,3,0
269.053,-2113,1601,-32,0,3,0
269.098,-2118,1590,-32,0,3,0
269.171,-2118,1590,-32,0,3,0
269.243,-2123,1580,-32,0,3,0
269.283,-2128,1570,-32,0,3,0
269.361,-2132,1561,-32,0,2,0
269.429,-2132,1561,-32,0,2,0
269.467,-2136,1556,-32,0,2,0
269.540,-2134,1549,-56,0,2,0
269.612,-2134,1549,-56,0,2,0
269.651,-2131,1548,-48,0,2,0
269.723,-2121,1543,-72,0,2,0
269.795,-2121,1543,-72,0,2,0
269.835,-2108,1546,-39,0,2,0
269.907,-2092,1550,-39,0,2,0
269.980,-2092,1550,-39,0,2,0
270.019,-2080,1553,-24,0,2,0
270.091,-2069,1565,0,0,2,0
270.164,-2069,1565,0,0,2,0
270.204,-2060,1578,0,0,2,0
270.277,-2049,1585,-72,0,2,0
270.350,-2049,1585,-72,0,2,0
270.390,-2032,1591,-64,0,2,0
270.463,-2010,1587,-72,0,3,0
270.534,-2010,1587,-72,0,3,0
270.574,-1923,1547,-72,0,3,0
270.647,-1756,1463,-64,0,3,0
270.719,-1756,1463,-64,0,3,0
270.758,-1574,1381,-48,0,3,0
270.830,-1424,1304,-72,0,3,0
270.903,-1286,1228,-72,0,3,0
270.943,-1286,1228,-72,0,3,0
271.016,-1116,1240,-48,0,2,0
271.089,-949,1271,-48,0,2,0
271.134,-822,1297,-24,0,2,0
271.206,-822,1297,-24,0,2,0
271.278,-773,1289,-56,0,3,0
271.318,-722,1277,-72,0,3,0
271.390,-722,1277,-72,0,3,0
271.463,-683,1263,-72,0,3,0
271.503,-618,1238,-48,0,3,0
271.576,-618,1238,-48,0,3,0
271.649,-572,1197,-24,0,3,0
271.689,-534,1167,-32,0,3,0
271.762,-520,1128,-39,0,3,0
271.834,-520,1128,-39,0,3,0
271.873,-537,1077,-39,0,3,0
271.945,-566,1022,-39,0,3,0
272.017,-566,1022,-39,0,3,0
272.057,-564,978,-48,0,4,0
272.129,-524,949,-56,0,4,0
272.201,-524,949,-56,0,4,0
272.241,-453,912,-56,0,4,0
272.313,-371,874,-39,0,4,0
272.385,-371,874,-39,23,5,0
272.425,-263,835,-39,0,7,0
272.497,-174,795,-39,0,7,0
272.570,-174,795,-39,0,7,0
272.609,-166,756,-56,0,7,0
272.681,-185,734,-32,0,8,0
272.753,-185,734,-32,0,11,0
272.794,-195,717,0,0,11,0
272.866,-132,709,8,22,13,0
272.938,-132,709,8,22,13,0
272.977,-67,711,24,0,14,0
273.050,-32,714,39,0,14,0
273.122,-32,714,39,0,14,0
273.166,24,724,39,0,15,0
273.241,101,758,32,0,15,0
273.314,153,798,24,0,15,0
273.352,153,798,24,0,16,0
273.426,158,825,8,0,17,0
273.498,164,857,8,0,17,0
273.539,180,874,-8,18,18,0
273.611,180,874,-8,18,18,0
273.683,216,869,-8,0,19,0
273.723,240,857,-16,0,19,0
273.795,240,857,-16,0,19,2
273.867,257,854,-16,0,20,2
273.907,255,842,-16,0,20,2
273.979,255,842,-16,0,21,2
274.052,224,834,-16,0,22,2
274.092,185,817,-16,0,22,2
274.165,147,796,-8,0,22,2
274.237,147,796,-8,0,22,2
274.276,107,781,0,0,23,2
274.349,54,755,0,0,25,2
274.421,54,755,0,0,25,1
274.460,46,742,-8,0,25,1
274.533,37,730,0,0,25,2
274.605,37,730,0,0,25,2
274.644,29,718,0,0,26,2
274.717,24,707,0,0,28,2
274.789,24,707,0,0,28,2
274.829,31,701,-8,0,29,2
274.901,30,695,0,0,29,2
274.973,30,695,0,0,22,2
275.012,32,697,0,0,22,2
275.085,37,702,0,0,31,2
275.157,37,702,0,0,33,2
275.202,39,706,0,0,33,2
275.275,45,713,0,0,35,2
275.347,45,713,0,0,37,2
275.387,53,722,0,0,37,1
275.460,59,734,0,0,39,1
275.532,63,746,0,0,39,1
275.572,63,746,0,0,41,1
275.645,63,754,0,0,42,1
275.717,64,764,0,0,42,1
275.757,64,764,0,0,44,1
275.830,75,780,0,0,46,1
275.902,85,803,0,0,46,1
275.943,114,867,0,0,46,1
276.015,114,867,0,0,47,1
276.087,139,890,0,0,47,1
276.127,173,887,0,0,47,1
276.198,173,887,0,0,47,1
276.271,202,868,0,0,47,1
276.311,209,848,0,0,47,1
276.383,209,848,0,0,47,1
276.456,189,822,0,0,46,1
276.496,131,760,0,0,46,1
276.569,51,703,0,0,46,1
276.641,51,703,0,0,46,1
276.680,-10,673,0,0,47,1
276.753,34,686,0,0,45,1
276.825,34,686,0,0,45,1
276.864,53,699,0,0,45,1
276.937,47,703,0,0,45,1
277.009,47,703,0,0,45,1
277.048,36,707,0,0,46,1
277.121,24,704,0,0,48,1
277.193,24,704,0,0,48,1
277.237,14,697,0,0,50,1
277.310,7,688,0,0,50,1
277.382,7,688,0,0,52,1
277.422,6,676,0,0,54,1
277.494,14,679,0,0,54,1
277.566,14,679,0,0,56,1
277.606,18,683,0,0,56,1
277.679,20,689,0,0,56,1
277.752,27,693,0,0,57,1
277.791,27,693,0,0,57,1
277.864,32,695,0,0,57,1
277.936,30,693,0,0,57,1
277.976,30,693,0,0,57,1
278.049,24,693,0,0,56,4
278.121,18,693,0,0,56,4
278.161,18,693,0,0,57,4
278.234,16,689,0,0,57,4
278.306,16,689,0,0,57,4
278.346,16,690,0,0,56,4
278.418,16,690,0,0,57,4
278.490,18,693,0,0,57,4
278.530,17,698,0,0,58,4
278.601,17,698,0,0,58,4
278.674,13,700,0,0,57,4
278.714,6,701,0,0,57,4
278.785,6,701,0,0,57,4
278.858,5,702,0,0,56,4
278.897,6,704,0,0,56,4
278.970,8,706,0,0,56,4
279.042,8,706,0,0,56,4
279.081,10,707,0,0,57,4
279.154,11,706,0,0,57,3
279.226,11,706,0,0,57,3
279.270,11,709,0,0,57,3
279.343,14,710,0,0,56,3
279.415,14,710,0,0,56,3
279.454,16,711,0,0,55,3
279.527,17,713,-8,0,55,3
279.599,17,713,-8,0,55,3
279.638,17,713,0,0,55,3
279.711,16,714,0,0,55,3
279.783,16,714,0,0,53,3
279.823,15,713,0,0,53,3
279.895,12,712,0,0,53,3
279.967,12,712,0,0,54,3
280.006,8,711,0,0,54,3
280.079,6,710,0,0,54,3
280.151,6,710,0,0,54,3
280.190,33,706,0,0,54,4
280.263,63,702,0,0,55,4
280.335,89,699,0,0,55,4
280.375,89,699,0,0,56,4
280.449,100,704,0,0,57,4
280.521,105,710,0,0,57,4
280.561,105,710,0,0,58,4
280.635,103,716,0,0,59,4
280.707,98,720,0,0,59,4
280.748,91,735,0,0,60,4
280.820,91,735,0,0,61,4
280.892,94,750,0,0,61,4
280.932,112,764,0,0,62,4
281.004,112,764,0,0,62,4
281.076,121,770,0,0,63,4
281.116,127,776,0,0,62,4
281.188,127,776,0,0,62,4
281.261,129,776,0,0,61,4
281.306,129,778,0,0,61,4
281.379,131,778,0,0,60,1
281.450,131,778,0,0,59,1
281.490,132,782,0,0,59,1
281.563,134,783,0,0,58,1
281.635,134,783,0,0,58,1
281.674,133,784,0,0,57,1
281.747,133,783,0,0,56,1
281.819,133,783,0,0,56,1
281.858,132,782,0,0,56,1
281.931,128,778,0,0,57,1
282.003,128,778,0,0,57,1
282.042,124,775,0,0,58,1
282.115,123,773,0,0,58,1
282.187,123,773,0,0,58,1
282.227,123,771,0,0,58,1
282.299,124,768,0,0,58,1
282.371,124,768,0,0,59,1
282.411,126,764,0,0,59,1
282.483,128,759,0,0,58,1
282.555,128,759,0,0,58,1
282.595,129,755,0,0,58,1
282.668,130,754,0,0,58,1
282.741,130,752,0,0,58,1
282.781,130,752,0,0,59,1
282.855,129,750,0,0,60,1
282.927,129,748,0,0,60,1
282.967,129,748,0,0,61,1
283.041,132,746,0,0,61,1
283.113,133,747,0,0,61,1
283.153,133,748,0,0,61,1
283.225,133,748,0,0,61,1
283.297,133,747,0,0,61,1
283.342,133,748,0,0,61,1
283.413,133,748,0,0,61,1
283.486,131,753,0,0,61,1
283.526,126,770,0,0,60,1
283.598,102,816,0,0,60,1
283.670,102,816,0,0,60,1
283.709,82,860,0,0,60,1
283.782,59,923,0,0,60,1
283.854,59,923,0,0,59,1
283.894,53,932,0,0,59,1
283.967,45,943,0,0,58,1
284.039,45,943,0,0,58,1
284.078,46,943,0,0,57,1
284.151,50,943,0,0,56,1
284.223,50,943,0,0,56,1
284.262,58,943,0,0,56,1
284.335,69,938,0,0,55,1
284.407,69,938,0,0,55,1
284.447,84,930,8,0,53,1
284.519,97,922,0,0,51,1
284.591,97,922,0,0,51,1
284.631,107,919,0,0,49,1
284.703,110,924,0,0,49,1
284.775,110,924,0,0,47,1
284.815,108,928,0,0,46,1
284.887,106,920,0,0,46,1
284.960,104,911,0,0,44,1
284.999,104,911,0,0,44,1
285.072,100,903,0,0,43,1
285.145,89,896,0,0,43,1
285.185,89,896,0,0,42,1
285.259,65,888,0,0,41,1
285.331,0,872,0,0,41,1
285.377,-33,854,0,0,40,1
285.449,-33,854,0,0,40,1
285.521,-14,825,0,0,40,1
285.561,-6,813,0,0,39,1
285.633,-6,813,0,0,38,1
285.705,3,801,0,0,38,1
285.745,14,792,0,0,38,1
285.817,27,782,0,0,38,1
285.890,27,782,0,0,38,1
285.930,31,772,0,0,38,1
286.002,31,761,0,0,38,1
286.074,31,761,0,0,38,1
286.114,26,754,0,0,38,1
286.186,15,735,0,0,37,1
286.258,15,735,0,0,37,1
286.298,15,724,8,0,37,1
286.371,17,719,0,0,36,1
286.443,17,719,0,0,36,1
286.482,19,715,0,0,38,1
286.555,22,707,0,0,39,1
286.627,22,707,0,0,39,1
286.666,23,700,0,0,38,1
286.739,20,699,0,0,38,1
286.811,20,699,0,0,38,1
286.850,19,698,0,0,38,1
286.923,17,698,0,0,38,1
