t_global,x,y,v,em,es,action
183.721,157,717,0,0,42,still_30s
183.761,142,711,0,0,44,still_30s
183.834,142,711,0,0,46,still_30s
183.906,129,705,0,0,46,still_30s
183.948,118,699,0,0,48,still_30s
184.019,118,699,0,0,49,still_30s
184.091,125,703,0,0,49,still_30s
184.131,133,709,0,0,50,still_30s
184.205,135,712,0,0,50,still_30s
184.277,135,712,0,0,50,still_30s
184.317,139,712,0,0,51,still_30s
184.392,141,715,0,0,51,still_30s
184.461,141,715,0,0,81,still_30s
184.502,136,719,0,0,82,still_30s
184.574,132,725,0,0,82,still_30s
184.647,132,725,0,0,84,still_30s
184.686,137,734,0,0,84,still_30s
184.760,142,740,0,0,86,still_30s
184.832,142,740,0,0,86,still_30s
184.874,139,741,0,0,87,still_30s
184.946,136,735,0,0,88,still_30s
185.019,136,735,0,0,88,still_30s
185.059,130,730,0,0,88,still_30s
185.132,129,726,0,0,89,still_30s
185.205,129,726,0,0,89,still_30s
185.244,138,719,0,0,89,still_30s
185.317,154,717,0,0,90,still_30s
185.390,169,714,0,0,90,still_30s
185.429,169,714,0,0,91,still_30s
185.503,185,707,0,0,91,still_30s
185.576,228,683,0,0,91,still_30s
185.622,228,683,0,0,91,still_30s
185.694,259,670,0,0,91,still_30s
185.766,277,662,0,0,90,still_30s
185.807,285,655,0,0,90,still_30s
185.879,285,655,0,0,90,still_30s
185.952,288,649,0,0,90,still_30s
185.991,293,649,0,0,90,still_30s
186.064,293,649,0,0,89,still_30s
186.138,290,649,0,0,87,still_30s
186.178,282,649,0,0,87,still_30s
186.250,271,649,0,0,86,still_30s
186.323,271,649,0,0,86,still_30s
186.362,251,650,0,0,85,still_30s
186.436,193,653,0,0,84,still_30s
186.507,193,653,0,0,84,still_30s
186.548,112,652,0,0,82,still_30s
186.621,-54,651,0,0,81,still_30s
186.692,-54,651,0,0,81,still_30s
186.732,-179,660,0,0,52,still_30s
186.804,-225,666,0,0,51,still_30s
186.877,-225,666,0,0,51,still_30s
186.917,-218,660,0,0,50,still_30s
186.990,-218,657,0,0,50,still_30s
187.062,-218,657,0,0,49,still_30s
187.102,-212,650,0,0,49,still_30s
187.175,-204,646,0,0,49,still_30s
187.248,-204,646,0,0,50,still_30s
187.288,-201,644,0,0,50,still_30s
187.361,-195,642,0,0,49,still_30s
187.435,-190,641,0,0,48,still_30s
187.475,-190,641,0,0,48,still_30s
187.548,-184,635,0,0,49,still_30s
187.622,-177,627,0,0,49,still_30s
187.666,-177,627,0,0,48,still_30s
187.740,-167,618,0,0,46,still_30s
187.815,-148,614,0,0,46,still_30s
187.852,-72,612,0,0,45,still_30s
187.925,-72,612,0,0,43,still_30s
187.998,59,631,0,0,43,still_30s
188.039,97,652,0,0,42,still_30s
188.112,97,652,0,0,42,still_30s
188.186,83,667,0,0,42,still_30s
188.224,78,674,0,0,41,still_30s
188.298,30,677,0,0,41,still_30s
188.370,30,677,0,0,41,still_30s
188.410,2,669,0,0,40,still_30s
188.484,-65,658,0,0,40,still_30s
188.557,-65,658,0,0,39,still_30s
188.597,-125,645,0,0,39,still_30s
188.670,-90,604,0,0,39,still_30s
188.743,-90,604,0,0,38,still_30s
188.782,-26,590,0,0,38,still_30s
188.856,-1,592,0,0,38,still_30s
188.928,-1,592,0,0,38,still_30s
188.969,20,595,0,0,38,still_30s
189.042,0,599,0,0,38,still_30s
189.114,0,599,0,0,38,still_30s
189.154,-5,601,0,0,37,still_30s
189.229,1,603,0,0,36,still_30s
189.300,1,603,0,0,36,still_30s
189.343,7,607,0,0,36,still_30s
189.413,10,612,0,0,35,still_30s
189.487,8,621,0,0,35,still_30s
189.530,8,621,0,0,34,still_30s
189.600,6,635,0,0,34,still_30s
189.673,0,650,0,0,33,still_30s
189.721,-6,662,0,0,33,still_30s
189.790,-6,662,0,0,33,still_30s
189.863,-16,668,0,0,34,still_30s
189.908,-31,666,0,0,34,still_30s
189.976,-31,666,0,0,34,still_30s
190.048,-67,657,0,0,35,still_30s
190.089,-77,663,0,0,35,still_30s
190.161,-74,664,0,0,37,still_30s
190.235,-74,664,0,0,38,still_30s
190.273,-64,661,0,0,38,still_30s
190.346,-49,660,0,0,39,still_30s
190.418,-49,660,0,0,39,still_30s
190.457,-30,661,0,0,40,still_30s
190.530,-1,670,0,0,40,still_30s
190.602,-1,670,0,0,40,still_30s
190.641,-4,676,0,0,40,still_30s
190.714,-7,679,0,0,40,still_30s
190.786,-7,679,0,0,40,still_30s
190.826,-13,680,0,0,41,still_30s
190.898,-18,680,8,0,41,still_30s
190.970,-18,680,8,0,40,still_30s
191.009,-28,676,0,0,40,still_30s
191.082,-38,669,0,0,40,still_30s
191.154,-38,669,0,0,39,still_30s
191.194,-44,666,0,0,39,still_30s
191.266,-58,663,0,0,38,still_30s
191.338,-58,663,0,0,38,still_30s
191.378,-67,663,0,0,38,still_30s
191.451,-64,673,0,0,38,still_30s
191.523,-64,673,0,0,38,still_30s
191.562,-57,681,0,0,38,still_30s
191.636,-58,679,0,0,39,still_30s
191.709,-59,671,0,0,39,still_30s
191.753,-59,671,0,0,40,still_30s
191.825,-62,662,0,0,40,still_30s
191.897,-65,655,0,0,40,still_30s
191.937,-65,655,0,0,40,still_30s
192.010,-66,648,0,0,40,still_30s
192.082,-63,644,0,0,40,still_30s
192.122,-61,638,0,0,40,still_30s
192.198,-61,638,0,0,40,still_30s
192.265,-59,632,0,0,41,still_30s
192.306,-59,629,0,0,41,still_30s
192.377,-59,629,0,0,41,still_30s
192.450,-59,629,0,0,42,still_30s
192.491,-59,631,0,0,42,still_30s
192.562,-59,631,0,0,42,still_30s
192.638,-55,634,0,0,42,still_30s
192.675,-44,634,0,0,42,still_30s
192.751,-31,633,0,0,42,still_30s
192.820,-31,633,0,0,42,still_30s
192.859,-22,633,0,0,42,still_30s
192.932,-16,634,0,0,42,still_30s
193.004,-16,634,0,0,42,still_30s
193.043,-7,633,0,0,42,still_30s
193.116,4,631,0,0,42,still_30s
193.188,4,631,0,0,42,still_30s
193.227,15,629,0,0,42,still_30s
193.300,23,627,0,0,42,still_30s
193.372,23,627,0,0,41,still_30s
193.412,25,627,0,0,40,still_30s
193.486,28,627,0,0,40,still_30s
193.556,28,627,0,0,40,still_30s
193.597,38,627,0,0,40,still_30s
193.668,46,628,0,0,40,still_30s
193.740,46,628,0,0,39,still_30s
193.785,50,628,0,0,39,still_30s
193.860,57,626,0,0,38,still_30s
193.930,59,623,0,0,38,still_30s
193.970,59,623,0,0,36,still_30s
194.042,57,621,0,0,35,still_30s
194.115,53,620,0,0,35,still_30s
194.155,53,620,0,0,33,still_30s
194.227,46,623,0,0,31,still_30s
194.300,38,626,0,0,31,still_30s
194.340,38,626,0,0,39,still_30s
194.413,34,629,-8,0,38,still_30s
194.485,36,632,0,0,38,still_30s
194.525,39,633,0,0,37,still_30s
194.596,39,633,0,0,37,still_30s
194.669,39,634,0,0,37,still_30s
194.709,43,634,0,0,38,still_30s
194.781,43,634,0,0,38,still_30s
194.853,44,631,0,0,39,still_30s
194.892,41,626,0,0,39,still_30s
194.964,41,626,0,0,39,still_30s
195.037,35,622,0,0,39,still_30s
195.077,31,617,0,0,39,still_30s
195.150,23,614,0,0,40,still_30s
195.222,23,614,0,0,40,still_30s
195.261,16,611,0,0,41,still_30s
195.334,13,609,8,0,41,still_30s
195.406,13,609,8,0,41,still_30s
195.445,9,605,0,0,42,still_30s
195.518,6,601,0,0,41,still_30s
195.590,6,601,0,0,41,still_30s
195.629,3,598,0,0,40,still_30s
195.702,5,595,0,0,39,still_30s
195.774,5,595,0,0,39,still_30s
195.819,12,597,0,0,39,still_30s
195.891,27,603,0,0,39,still_30s
195.963,27,603,0,0,40,still_30s
196.002,42,612,0,0,42,still_30s
196.074,95,633,0,0,42,still_30s
196.147,95,633,0,0,43,still_30s
196.187,162,640,0,0,43,still_30s
196.260,302,670,0,0,45,still_30s
196.332,302,670,0,0,45,still_30s
196.371,420,698,0,0,45,still_30s
196.444,442,710,0,0,46,still_30s
196.517,442,716,0,0,46,still_30s
196.558,442,716,0,0,47,still_30s
196.630,433,717,0,0,47,still_30s
196.704,420,714,0,0,47,still_30s
196.743,420,714,0,0,48,still_30s
196.817,411,712,0,0,50,still_30s
196.889,399,710,0,0,50,still_30s
196.928,393,711,0,0,52,still_30s
197.001,393,711,0,0,54,still_30s
197.073,382,710,0,0,54,still_30s
197.113,365,707,0,0,54,still_30s
197.184,365,707,0,0,54,still_30s
197.257,345,705,0,0,55,still_30s
197.297,326,703,0,0,55,still_30s
197.369,335,701,0,0,56,still_30s
197.441,335,701,0,0,58,still_30s
197.481,349,701,0,0,58,still_30s
197.554,359,700,0,0,58,still_30s
197.626,359,700,0,0,58,still_30s
197.665,340,699,0,0,59,still_30s
197.738,317,695,0,0,59,still_30s
197.810,317,695,0,0,59,still_30s
197.854,290,686,0,0,59,still_30s
197.927,218,660,0,0,58,still_30s
197.998,218,660,0,0,58,still_30s
198.038,156,643,0,0,58,still_30s
198.112,110,631,0,0,59,still_30s
198.183,110,631,0,0,59,still_30s
198.222,130,633,0,0,60,still_30s
198.295,141,636,0,0,60,still_30s
198.367,141,636,0,0,61,still_30s
198.406,152,639,0,0,61,still_30s
198.479,146,649,0,0,61,still_30s
198.552,146,649,0,0,61,still_30s
198.591,132,652,0,0,61,still_30s
198.669,117,655,0,0,63,still_30s
198.737,105,657,0,0,64,still_30s
198.776,105,657,0,0,64,still_30s
198.849,104,660,0,0,65,still_30s
198.922,107,663,0,0,65,still_30s
198.962,107,663,0,0,66,still_30s
199.035,108,669,0,0,68,still_30s
199.108,105,672,0,0,68,still_30s
199.148,105,674,0,0,69,still_30s
199.221,105,674,0,0,31,still_30s
199.293,102,675,0,0,31,still_30s
199.333,103,677,0,0,31,still_30s
199.405,103,677,0,0,32,still_30s
199.477,101,675,0,0,32,still_30s
199.517,92,672,0,0,32,still_30s
199.589,92,672,0,0,32,still_30s
199.660,81,670,0,0,32,still_30s
199.701,71,670,0,0,32,still_30s
199.774,63,670,0,0,32,still_30s
199.846,63,670,0,0,33,still_30s
199.895,58,672,0,0,33,still_30s
199.963,59,674,0,0,33,still_30s
200.035,59,674,0,0,32,still_30s
200.075,63,678,0,0,32,still_30s
200.148,67,683,0,0,32,still_30s
200.220,67,683,0,0,32,still_30s
200.259,74,684,0,0,31,still_30s
200.332,78,684,0,0,31,still_30s
200.404,78,684,0,0,31,still_30s
200.443,76,679,0,0,31,still_30s
200.516,72,676,0,0,70,still_30s
200.588,72,676,0,0,70,still_30s
200.627,69,674,0,0,69,still_30s
200.700,64,672,0,0,69,still_30s
200.772,64,672,0,0,67,still_30s
200.811,64,675,0,0,67,still_30s
200.883,62,675,0,0,67,still_30s
200.956,62,675,0,0,66,still_30s
200.995,57,673,0,0,66,still_30s
201.067,52,671,0,0,65,still_30s
201.140,47,671,0,0,65,still_30s
201.181,47,671,0,0,65,still_30s
201.253,39,671,0,0,31,still_30s
201.326,32,667,0,0,31,still_30s
